,text,label
1166,i was feeling a bit sad so i thought well youre not gonna win anyway but it might be fun and er shoes,sadness
1167,i settle he presses his dry lips to my neck i m feeling much better,joy
1168,i feel that michaelangelos and donatellos sculptures are very well done buy a lot plainer and dont include the observer,joy
1169,i need to learn to have to feel this much pain and suffering,sadness
1170,i not feel satisfied all the time,joy
1171,i think it has to do with because he gets invited to go to bars and stuff like that so they feel more friendly with him,joy
1172,im feeling playful and a bit inspired currently,joy
1173,i am continually reminding myself that if i am feeling uptight i need to choose different thoughts and sometimes the best way to do that is to physically do something like go outside walk around the block smell the fresh air or anything pleasant that takes your mind into a mode of appreciation,fear
1174,i spent the next thirteen hours at mums bedside watching her as she played knock down ginger with deaths door but eventually survived another day which ended with me almost feeling too exhausted to make the long drive home,sadness
1175,i feel smart and important and those are two things i havent felt in a while,joy
1176,i know that i will continue writing on top of whatever new job i might choose or stumble upon but i truly hope that i will be able to write a story that might inspire or help someone in small way someday and i will keep this thought in mind whenever i do feel discouraged or frazzled,sadness
1177,i feel i have too much knowledge of the world and it would be just selfish if i kept it to myself,anger
1178,i mean how a person decides to worship whoever they feel is the divine being in their life,joy
1179,i feel like they embody some of the dynamics of my beloved sauvignon blanc with a tad bit more sugar,joy
1180,i still wake up feeling suspicious,fear
1181,i feel that the service has been consistantly gracious and knowledgable far from elitist,joy
1182,i feel so honored and i love her sketches,joy
1183,i find true doing something that actually improves things is important feelings are important,joy
1184,i feel like people always say when im rich ill do this or when i get a record deal ill be happy fuck that,joy
1185,i jus t feel need to be sarcastic a li l bit,anger
1186,i feel bad that my very first signing on saturday i forgot to offer the young lad and his mother a sketch i signed copies of ad for you and showed you a preview of aquila so if that was you please drop me a comment or email and ill mail you a sketch,sadness
1187,i think this gets round the issue of the man wooing the fair lady which sin seems to feel makes him somehow submissive and her have all the power,sadness
1188,i cant help but to imagine myself wrap in those precious masterpieces feeling cool and warm at the same time getting excited for no reason and get a boost of confidence even though im actually a life coyote cartoon,joy
1189,i feel devastated when i fail,sadness
1190,i need to feel hope is in fact one of the most vital statements in my book according to the hundreds who ve shared with me what helps what hurts and what heals,joy
1191,i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic,sadness
1192,i feel terrified and scared in social situations and thinking about what others might think of me,fear
1193,i think this little blurb from wedding crashers does a great job of summing up how i feel about dating and while it was meant to be humorous in the movie it couldnt be closer to the truth,joy
1194,i live in phoenix where july is the month where you literally if you absolutely must step outside into july will feel like one of those unfortunate roasted chickens in the checkout line at the grocery store,sadness
1195,i feel a proud fan in the end and believe that i should be there one day working my next dream,joy
1196,i feel like jessica has been a loyal commenter on my blog since the beginning,love
1197,i was in a camp and went out for a walk at night on my own i lost my way and spent several hours looking for the camp,fear
1198,i dont want her name to be able to be googled so im not writing it here make of that what you will and i was talking about how isolating being bereaved is and how ive been feeling especially bitter lately,anger
1199,i was feeling the divine providence watching over the work herein expressed,joy
1200,i never know where i could end up next but right now i feel that pleasant warmth that comes from hitting the sweet spot of life,joy
1201,i was feeling stubborn so when my friend said that i had to come to her if i wanted a hug i said well come halfway but no so i just walked off and shes leaving today,anger
1202,i don t feel like being friendly to the tsa,joy
1203,i thereafter began to feel that such lay readers were getting something useful even as i maintained my principal approach to target tax professionals and tax students in the content provided,joy
1204,i just dont do anything that i feel is worth note so it only makes me look very boring,sadness
1205,i understand what it feels to be hated,anger
1206,i was feeling pretty joyful about having my last doctors appointment re the bike accident today,joy
1207,im feeling quite mellow,joy
1208,i was still feeling somewhat dazed at how well it had all gone in spite of my own inability to cope with so much change at once,surprise
1209,i just cant help feeling lousy especially seeing how well others have done even not studying that much,sadness
1210,i really dont know why i feel so dull after having had such a pleasant beginning yesterday and all,sadness
1211,i will tackle issues head on but today i lost that will and feel totally defeated,sadness
1212,i feel restless pagetitle you me and pretty much everything else,fear
1213,i feel like i have finally resolved some major conflicts with my room mate and thankfully both of us were mature enough to sit down and listen to the others complaints,joy
1214,i dont wanna limit how i express myself in my blog so dont be shocked right now when i say im feeling real fucked up,anger
1215,i feel as if i am a vile creature from the sewers below,anger
1216,i am grateful for my new calling and for all the amazing girls and leaders in the ward who have already made me feel welcomed and loved,joy
1217,i felt like no one could ever understand what was happening or that they would tell me to grow up or feel completely uncomfortable was about one hundred percent of my mind set,fear
1218,i talk a lot bcoz i feel insecure with the condition or merely bcoz i wanna fill in the silence,fear
1219,im just trying to enjoy this this letting myself feel something opening up to someone trusting and loving and having faith,joy
1220,i gushes more than top secret dexter function i feel really lucky width height,joy
1221,i dont feel ashamed timid embarassed or anything else along those lines when im around him because i know he will still love me for me at the end of the day,fear
1222,i feel like my brain is the unfortunate drawer in your house,sadness
1223,i feel so joyful about my relationship i just cant contain it,joy
1224,i believe that honesty and transparency are vital to feeling accepted and contented how can people truly accept what they cannot understand,love
1225,im still in shock that i would do something so dumbass and publically stupid and not feel humiliated that we were two people swaying in a store and trading lines of a song,sadness
1226,i still feel like i am going to pass out every time i think of our handsome credit but i must really love the house because i am prepared to close my eyes and stomach the fact that we are in debt for xx years,joy
1227,i thought i would possibly panic or suddenly feel hopeless and depressed over what was happening,sadness
1228,i can feel my self so frightened and intimidated by this that i almost on some level give up,fear
1229,i am feeling nostalgic of all my toronto adventures but right now the thing that stands out most is i am sad that i do not have any images of my favourite apartment with the fireplace,love
1230,i feel like im being punished for making these choices,sadness
1231,i feel like i am respected but i also feel like i am pushed every second,joy
1232,i have never made the first step because the guys were alway faster this is why this situation is making me feel very unsure and elusively shy,fear
1233,i feel hated to be myself,anger
1234,i can t feel saddened or that i should just stop caring,love
1235,i had this feeling that something strange was happening,surprise
1236,i desperately wanted to love leave me feeling unsure if i will read more by this author,fear
1237,i feel doubtful of my journey here,fear
1238,i consider impossible as i dread the feeling of rejection but im glad how positive amp happy u seemed after knowing hopefully im not making a mistake on this one,joy
1239,im used to feeling helpless,sadness
1240,i hadn t forced myself to notice these things i ve been ignoring then i would probably stay stuck in these patterns and eventually feel extremely unhappy,sadness
1241,i dropped the found footage fest thing cause i didnt feel like trying to be funny,surprise
1242,i feel like he does drop back a little bit and lets his supporting cast shine from time to time,joy
1243,i just feel really unimportant at this moment,sadness
1244,i feel like i get way to pissed or sad at things that other people seem to not even notice,anger
1245,i feel a bit hesitant to do so for a few reasons,fear
1246,i am suddenly feeling reluctant about this whole thing,fear
1247,i can feel the awful crash from the sugar overload i gave myself along with the bloating from the gluten bad fats and general garbage that comes with all processed foods,sadness
1248,i know i ve typed things that have been misconstrued and that makes me feel awful,sadness
1249,im kind of ashamed that i fell into the same trap twice but feeling ashamed wont help anyone,sadness
1250,i always feel vaguely suspicious giving my personal details to random strangers i tell myself not to give her my real date of birth,fear
1251,i try to make sure that all the jobs that need doing are done and that everything will run totally smoothly or do i set booby traps so that i can feel useful as i m skyped so that my expertise,joy
1252,i feel cranky and i mean really cranky i feel seconds away from vomiting and i chug water like a mad woman,anger
1253,i truly had the best time and i have them to thank for it because they made me feel welcomed in every minute of the day and i felt like weve all been friends forever,joy
1254,i feel stubborn and brittle and fragile like a misty old window unprotected from things it doesn t even know are coming,anger
1255,i feel like blogging or should i say i feel like writing something dumb again,sadness
1256,i feel damaged for being forced to play someone who is over muscled violent and arrogant,sadness
1257,i dreamt i was doing shots of tequila and now this morning im feeling groggy,sadness
1258,i remember how i was feeling gloomy on the th i even cried in front of him and he just hugged me and everything was okay,sadness
1259,id been dealing with in salt lake noting that taco maker chooses to call its tator tots potato gems instead of tator tots or mexi fries like taco time then debating whether i should feel dumb for eating at taco maker during my one day in park city,sadness
1260,i havent wanted to pressure him because i want him to feel me just as supportive but i have been a wreck inside too waiting,love
1261,i see how daring she is i feel that its charming,joy
1262,i know is i was feeling so sure of my love for him that i felt i could let go of him and survive,joy
1263,i feel pressured in any sort of way,fear
1264,i feel like im sorta pressuring her to go but she reassured me that she does want to go,joy
1265,im not feeling but my bitchyness is more divine and centered,joy
1266,i could feel myself getting agitated little things i wouldn t notice any other time where starting to give me the sensation of impending rage,fear
1267,i wake up feeling less groggy span style font size,sadness
1268,im feeling a bit alarmed about my reading habits it has been steadily declining since,fear
1269,i feel this song is very sincere and is very heartfelt,joy
1270,i feel really special,joy
1271,i feel like marvin the robot from the hitchhikers guide to the galaxy only more morose,sadness
1272,i dont know how else to describe it except to say that i had the same feeling about three weeks before my beloved grandmother passed away,love
1273,i have a bad stomach ache feeling and my boyfriend and i had unprotected sex a few days ago just after my period had ended and once while it was ending,fear
1274,i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit,sadness
1275,i also feel like i should explain why i ve been pretty distracted lately aside from the fact that i m still growing accustomed to my new life,anger
1276,i leash them up exasperated and cry a little feeling beaten at the game,sadness
1277,i have two active blogs when im feeling super im posting to berlin for urban travelers,joy
1278,after having finished my bsc,joy
1279,i havent externalize it yet i didnt tell them at the restaurant that i didnt want to eat there because i know what a real middle eastern food should taste like and its not it but im feeling very irritable,anger
1280,i reconnect with a friend of decades because my generation can refer to things in decades now which feels strange in itself and see myself through her eyes,surprise
1281,i feel so shaken up,fear
1282,i am feeling incredibly horny today and my boyfriend is at college again today,love
1283,i might feel resentful sometimes but i think that s all part of the process of living in a world that isn t as good as you know it could be,anger
1284,i will feel shamed that i could forget this person,sadness
1285,im going to wear tomorrow might not be from this season or from the last eight seasons but it still makes me feel like hot stuff,love
1286,i as back into my fighting weight feeling energetic and alive,joy
1287,i feel that the distribution is important i would rather have a guaranteed loss of ten days than a chance of losing years,joy
1288,i feel very thrilled with life,joy
1289,i feel what i feel im stubborn nothings going to change that,anger
1290,im certain that ill feel differently as soon as they find out my grades of course that will not be a pleasant time,joy
1291,i can stop feeling discouraged or full of self pity when another wave crashes down on us,sadness
1292,i didnt feel too precious about it either since its mystery fabric no doubt polyester,joy
1293,i spent a lot of time feeling a bit stunned that they thought i was that awesome,surprise
1294,i feel ridiculously amused by that,joy
1295,in a film there was a scene in which a rat was sliding on a bed,anger
1296,ive been steeling myself all day and every time im about to he does something that makes me feel as though im about to lose something as though it would be incredibly bitchy to do what ive needed to do for the past four months,anger
1297,im out of the woods but if youre still feelin generous throw a dolla at me,love
1298,i feel that i was doomed from the very beginning in terms of my relationship with my mother,sadness
1299,i feel like i don t have much experience in tournaments but i m trusting my swing,joy
1300,i mostly feel entirely indecisive,fear
1301,i feel so calm so in control,joy
1302,i feel emotionally drained from weeks and weeks of pain,sadness
1303,i feel so deeply burdened for our children and our country,sadness
1304,i feel lousy on what happen,sadness
1305,i guess i just feel disliked no thats not the right word ignored,sadness
1306,i stopped feeling homesick some time ago,sadness
1307,i have returned home feeling exhausted but satisfied with my day,sadness
1308,i suppose because pregnancy can feel very lonely,sadness
1309,i feel so much more confident than i did for the a href http justmejuliejulie,joy
1310,i feel for her sake privacy should be somewhat respected in these blogs incase y know she gets mobbed by all my jealous female fans,joy
1311,i feel it is very gentle but then flying carpet the same way as if to be angry you like to throw to i quickly grasp the handrail gradually it gently up,love
1312,i have to feel depressed about,sadness
1313,i woke up this morning feeling fabulous,joy
1314,i feel passionate about something i expect to write about it here,love
1315,i feel much less randomly hostile and my ups and downs have decreased significantly,anger
1316,i feel a little embarrassed to be admitting this to all my friends family and acquainta,sadness
1317,i feel like i have been beaten with a basebal hat,sadness
1318,i started feeling funny that whole week by the end of the week at work i was like,surprise
1319,i think im feeling withdrawals from the conference is that weird,fear
1320,i know is i feel ashamed,sadness
1321,i dont know about you but im not ready for summer to be over mostly because i feel like i missed so much of summer this year,sadness
1322,i am feeling inspired to create,joy
1323,i just feel so caught up in having to prevent heart break that im so distracted from the important things,anger
1324,i will admit im feeling it but im not at all surprised,surprise
1325,i challenge anyone to listen to the entire story and not feel heartbroken,sadness
1326,i walked to the side gate walking pass the canteen from far i saw a dude quite tall but i couldnt see his face because i wasnt wearing my specs until i walk nearer its him the one i used to love the most i feel distressed,fear
1327,i constantly feel as though people take and take and take and i give and give and give and while i don t mind most of the time over time people seem so ungrateful and basically as if they aspect good favors to be done for them all of the time,sadness
1328,i feel calm and composed,joy
1329,i feel that this month has been my most productive one to date,joy
1330,i feel i was most triumphant,joy
1331,i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,sadness
1332,i have dreaded my entire life although these past couple weeks i ve done a pretty good job of not thinking about it at all so i m feeling a strange sense of relief amidst the pain and numbness as i realize this ordeal is very soon going to be in my past,surprise
1333,i had never really thought about it but as john pulled off santa monica boulevard and drove past the parking booth and up the ramp towards the private car park i could not help but feel a little disappointed,sadness
1334,i usually feel very welcomed into gods presence at this point,joy
1335,i can really feel the tone they talk to me very dissatisfied because they plan couldnt be fulfilled,anger
1336,i feel very privileged to have not only been able to attend his wedding but to help with the preparations,joy
1337,i did have the very distinct feeling i can go anywhere now and not feel deprived,sadness
1338,im excited to feel the special spirit she will bring to our home,joy
1339,im feeling morbidly curious i look at the ingredients of the cheapest dog food on the shelf in the store and i cringe,surprise
1340,im still feeling pretty lousy since being poorly for the last couple of weeks,sadness
1341,i feel about that i liked my roman nose,love
1342,i feel disillusioned unsure of the direction im going in,sadness
1343,i am feeling a little isolated in that way,sadness
1344,i was feeling religiously drained,sadness
1345,i have no idea why i feel so mournful which is actually saying i do and cant say here because everyone would see,sadness
1346,i used to feel so complacent with my life,joy
1347,i feel so helpless so hopeless,fear
1348,i feel when i eat and to stop when im satisfied but not stuffed,joy
1349,i just feel that she crosses the line a lot and does a lot of things that i m really uncomfortable with,fear
1350,i can t help feeling the frantic heart beat,fear
1351,i thought wed have to wait a little longer for some kind of trailer but it seems that last night the bbc were feeling generous and gave us a tiny teaser for series of doctor who,joy
1352,im fine card is definitely starting to see some play and by doing so im feeling more and more alone,sadness
1353,i have more to blog about when im feeling dissatisfied and now that i have a tenure track job i am a lot more happy with life,anger
1354,im feeling very mellow at the moment,joy
1355,i feel like hopelessly devastated and just,sadness
1356,i understand that it is good to be aware of your surroundings but there is no direction as to what to do if you feel your surroundings are dangerous,anger
1357,i do feel like im gonna go mad someday,anger
1358,i hear testimonies of others who have made it getting that job they have always wanted marrying the person of their dreams buying their dream house car i feel so envious,anger
1359,i was hanging out with friends and just feeling so in touch with my humorous side again,joy
1360,i feel that we were generally supportive of each other,love
1361,i wasnt feeling so irritable and we just kinda sat and talked after watching the movie it all worked out fine despite the joke that was meant well but still troubles me,anger
1362,i realise that not a single good feeling has directly influenced my movement in myself and this world to where i am now i am where i am now because of the actions i have accepted and allowed to accumulate over a substantial period of time,love
1363,i feel extremely glad for you,joy
1364,i feel bitchy tonight,anger
1365,id feel a bit discouraged languish in my pile of forgotten wips until the example of my failure was too much i wouldnt open a word document for ages,sadness
1366,ive been feeling so impatient and i get worked up easily even just a small matter,anger
1367,i don t have any social stuff but i do feel really stressed out at work over ridiculously little things but the stress is still real i realise that i still feel like crying a lot of the time when i m there and that s what i m eating to suppress,sadness
1368,i feel more valued and like im contributing my life to the greater good globally,joy
1369,i am met by this overarching feeling that life is at once strange and endearing,surprise
1370,i can t help but feel that the appeal of the show is beyond a clever police drama and touches on something that is generally tethered some one s basement kiddie porn dungeon i,joy
1371,i did miss a sideshow with my favorite band by just a few hours which i feel rather regretful over,sadness
1372,i feel so angry and the truth is i feel so fucking sad and the truth is i ve felt so fucking hurt for so fucking long and for just as long i ve been pretending i m ok just to get along just for i don t know why maybe because no one wants to hear about my misery because they have their own,anger
1373,i feel very pained upset and scared that our court believed the theory heywood was poisoned with cyanide,sadness
1374,i feel my funny juices are fully restored and am ready to share with you the wellington based fun we had,surprise
1375,i feel totes weird,surprise
1376,i think has been a blessing because i feel you get everything you loved about the first one but you get so much more this time around,love
1377,i feel absolutely honoured to have been selected to be a part of such a historic event,joy
1378,i guess that s why at least once a week i feel a little frantic about what i m doing or not doing,fear
1379,i already had an appointment to see my midwife but moved the time up because i was feeling so awful,sadness
1380,i feel that it s always valuable listening to anyone who has succeeded at something that i m interested in so f stop beyond is definitely in my itunes library,joy
1381,i started to feel terrible and i found quite attracting while vanessa and marisa were taking pictures on the ipad,sadness
1382,i can tell that my ladyfriend is feeling more burdened than she has in years she s being confronted by her stuff in a more full and complete fashion than she can recall,sadness
1383,i feel about puppy mills i was abused by a horrible family before my uncle rescued me,sadness
1384,i will often listen to her stories when were sitting around playing i especially like to put them on when im feeling a little bit homesick,sadness
1385,i dont think i got to it last week so i didnt feel as strong doing squats today,joy
1386,i feel about my beloved,love
1387,i have been feeling as if god has been showing me some ugly ugly traits that i carry around,sadness
1388,i think steve thinks because i dont complain much about how i feel that i must feel wonderful,joy
1389,i dont feel as hateful when shes not around,anger
1390,i completely sympathize with the wish to feel stability and scared of change but see what he has is definitely not stability,fear
1391,i realize someones not feeling like it pissed off and its pretty harsh when they hang up this way ah man i hate phone calls,anger
1392,i am getting good reviews for my first movie and i feel very happy he said,joy
1393,i feel envious of everyone who doesn t have to take it a weird sort of jealous for those less fortunate,anger
1394,i was in school i have been blighted with anxiety surrounded by insecurities and feelings of extremely low self esteem,sadness
1395,i feel so acclimated into this culture now that its funny for me to think about the expectations i had during the first week,surprise
1396,i feel as a citizen personally insulted,anger
1397,i want you to try this week if you re feeling unsure in your faith,fear
1398,ive written bill gates about this and asked for d and touchable screens so you can feel the fabric and he has assured me that his engineers are working on it,joy
1399,i feel so bluh and bitter afterward,anger
1400,i feel like she had a blank face she should smile more often,sadness
1401,ill draw till i feel ecstatic,joy
1402,i feel alone in all of this,sadness
1403,i feel so awful now,sadness
1404,i like anything furry so it was a treat to feel her sweet nibbles,love
1405,i am feeling rather agitated at the moment,fear
1406,i reached a stage where i finally feel ive accepted that ms is part of me,joy
1407,i see a man who i recognize and feel friendly towards,joy
1408,i feel and see myself differently today in a more positive way and with much greater understanding,joy
1409,i can see that shes working things out or that shes feeling especially loving at that moment,love
1410,i feel deeply appreciative of this and so excited to see them,joy
1411,i let the water pour down between us feeling the delicious warm flow lubricating us but not cooling the heat,joy
1412,i spent a little more time perusing the offerings even though im feeling a little broke there were some new books that the one website was hawking just to me due to my search criteria,sadness
1413,i guess ill really find out when i get the grade but for now i feel bouncy,joy
1414,i just feel that its strange to note that even with all of these changes to my preferences and self image that i am still not partial to people,surprise
1415,i feel so handsome,joy
1416,i got him the nyko perfect shot i surrendered and really feel he is intelligent than me because now he has a companion for his shooting a href http www,joy
1417,i see the world being slowly transformed into a wilderness i hear the approaching thunder that one day will destroy us too i feel the suffering of millions,sadness
1418,i feel like things either happen to me or i witness things where after i look back on it i wish i would have said something especially since it will give me a peaceful mind if i would just speak up,joy
1419,i have begun to feel as though i have valuable contributions and insights to make within a network of professionals,joy
1420,i still had feelings for him so he broke up with me,sadness
1421,i feel like the guys as romantic interests in this novel were complete mysteries,love
1422,i feel the dull ache of working out and doing it well,sadness
1423,i look but it s had a dramatic effect on the way i feel and in my books that makes it worthwhile,joy
1424,i can feel it but i dont believe it will be tragic,sadness
1425,i know what it feels like to succeed at something that i was passionate about and excelled at,love
1426,i will honor the schoolchildren that have lost their lives due to gun violence by trying my best to make sure that every child in my classroom feels respected and valued,joy
1427,i add oatmeal if im extra hungry but sometimes i just eat enough to feel satisfied,joy
1428,im feeling quite distracted,anger
1429,i feel that s only acceptable because you re supposed to be looking out for your child s best interest it s not cool,joy
1430,i can do that even when i am so called feeling like crap or pissed off or down in the dumps,anger
1431,i have varying degrees of feeling for this person obviously when we went out i really liked her when we wouldn t talk i really wanted to,love
1432,i get the feeling im being ignored,sadness
1433,i feel many insects taking over a more lovely sound of assurance,love
1434,i must state for the record that i can say with certainty that i have no regrets for marrying him nor do i feel that i missed god in any way,sadness
1435,i was so caught up in feeling like an isolated mental case on the top of a mountain that i wasnt even registering the blessings coming my way and the people that were bringing them,sadness
1436,i feel calm silent and protected by the definiteness of this existence,joy
1437,i was feeling the shame of my wife looking at me and thinking he s not smart or handy enough anymore what a loser,joy
1438,i feel more content now than i have for years knowing chant is dead,joy
1439,i hate myself and feel useless,sadness
1440,i feel his loving arms around us and,love
1441,i have to say i feel slightly envious of julian,anger
1442,i feel assaulted so shaken so fucking tired that i can only do the one thing i feel that i know how sometimes write,fear
1443,i did leave school feeling defeated on more than one occasion,sadness
1444,i sit there in a dark corner booth in the various dangerous nightclubs and feel the most pleasant sense of well being compared to nawlins this is like a fucking playground,joy
1445,i feel inside wherein i forgive myself that i have accepted and allowed my external environment and the people within it to affect how i feel inside myself within and through the a href http eqafe,love
1446,i think the events of this last year have just left me feeling unprotected and vulnerable,fear
1447,watching am they had a programme on the starving refugees their plight was a source of sadness for me,sadness
1448,i wish i didnt feel and yet i am often times surprised by my inability to transcend this being a woman thing,surprise
1449,i genuinely feel happy when i can be with you lord,joy
1450,i feel i can be myself and accepted instead of those two needs always being in conflict acceptance always being the reward for keeping secrets and trying to blend in,love
1451,i feel so sentimental knowing this is just a blip on our family timeline,sadness
1452,i feel so unsure about what will come to be and what i will have to do,fear
1453,i always feel hesitant to answer these types of questions because i almost feel like it changes daily to what i may think god is leading me,fear
1454,i wanted to press charges against the people up the street and i guess he didnt feel like being bothered,anger
1455,i was really feeling horrible so i decided i needed to go and talk to my oncologist,sadness
1456,i feel totally submissive and totally under control,sadness
1457,i find it hard to continue to keep writing this post now that i think about it because it makes me feel foolish,sadness
1458,i share because i care so feel free to use any of my images as long as they are credited and accompanied by a link back to a href http rantaboutthisandraveaboutthat,joy
1459,i would feel with two men yes it did make me horny,love
1460,i feel like apologizing to everyone ive ever said hateful words to and i will,anger
1461,i was not sure how did i feel at that time slightly annoyed and slightly grateful i guess,anger
1462,i do feel that some of the most admired campgrounds of colorado are like this,joy
1463,im feeling guilty about is for not doing much for giving so many excuses for everything,sadness
1464,i felt so at home and i was able to relax and feel joyful and just really feel like me for the first time that i can think of in a really long time,joy
1465,i feel safe leave my gun venture outside,joy
1466,i feel heartbroken for them,sadness
1467,i should take more initiative and feel more excited about this project that i am working on,joy
1468,i feel like were aloft yet i feel the loves gentle balm,love
1469,i was recently talking with a friend about how i feel reluctant to press the point when i feel like someone is pushing my boundaries even if i end up feeling very uncomfortable and unhappy,fear
1470,i feel that this image furthers the suppression of the divine feminine and women s inherent beauty,joy
1471,i dont see how he is more superior than i am nor does he feel any more superior than me,joy
1472,i feel rich with gratitude,joy
1473,i might get annoying by asking if theres something i can do that just means i feel ignored or bored,sadness
1474,im feeling a bit foolish because my precious rug is no longer covering the floor in our salon,sadness
1475,i realized that i stay angry because it makes me feel strong,joy
1476,i am feeling guilty,sadness
1477,i feel as though i m too paranoid in my own mind to have someone so beneficial in my life,fear
1478,ive been feeling doomed its a gift really,sadness
1479,i feel very bad not because i feel sick but because i am missing training,sadness
1480,i feel like im effin fake im sorry,sadness
1481,i think that the one good thing that comes out of valentines day is the occasion to lavish people with gifts and not feel bashful about it because you can always attribute it to hey its valentines so shut up and take my gift and bring out that shining happy face because i know you want to,fear
1482,i feel like im starting to settle in here and that im being productive,joy
1483,i have wonderful family who are constantly on the lookout for me make phone calls for me do pr for me but i feel helpless and folks i am a doer so i always feel like if i cant help myself then,sadness
1484,i have finally found a place that has dresses that make me feel amazing all the time,surprise
1485,i saw these at marks and spencer i knew they were too good to miss and was very pleased that dh was feeling generous yet again and treated me to them,joy
1486,i with marinara will leave you feeling beyond satisfied,joy
1487,i know how good it feels to have a kick ass week and i am determined,joy
1488,i always had a feeling that she was a little disturbed,sadness
1489,i feel i should update you all especially after all the very sweet comments i got from ana molly and susie,joy
1490,i feel like such an awful person for still dealing with my ex,sadness
1491,i feel i must venture back into these troubled waters and speak about pinchas yet again,sadness
1492,im a bit ashamed to admit that but being bare faced makes me feel vulnerable,fear
1493,i feel like posting type blog and its my place just to do something productive and to try and become more positive because at the moment im one of the most pessimistic i prefer realistic person ever and i want to change that,joy
1494,i just found myself never feeling eager to wear them so back they went,joy
1495,i wish i could wake up tomorrow and have this feeling shaken off,fear
1496,i feel this effect backfires as the changes were distracting and solondz is talented enough to gain our sympathy sans gimmicks,joy
1497,i did not feel love from my parents but rather condemnation or simply was ignored my heart was empty and not drawn towards him,sadness
1498,im gentler and calmer with angie even when im not feeling gentle or calm at all,love
1499,i feel this gnawing ache inside when i see friends becoming foes for petty issues and so unrelated to friendship,anger
